organ,id,rdfs_label,name,b_type
thymus,HGNC:2198,COL1A2,COL1A2,gene
thymus,HGNC:2201,COL3A1,COL3A1,gene
thymus,HGNC:2191,COL14A1,COL14A1,gene
thymus,HGNC:3603,FBN1,FBN1,gene
thymus,HGNC:3778,FN1,FN1,gene
thymus,HGNC:5475,IGFBP6,IGFBP6,gene
thymus,HGNC:6724,LUM,LUM,gene
thymus,HGNC:7060,MGP,MGP,gene
thymus,HGNC:8126,OGN,OGN,gene
thymus,HGNC:18075,AHSP,AHSP,gene
thymus,HGNC:397,ALAS2,ALAS2,gene
thymus,HGNC:1063,BLVRB,BLVRB,gene
thymus,HGNC:28036,FAM178B,FAM178B,gene
thymus,HGNC:4823,HBA1,HBA1,gene
thymus,HGNC:4824,HBA2,HBA2,gene
thymus,HGNC:4827,HBB,HBB,gene
thymus,HGNC:4831,HBG1,HBG1,gene
thymus,HGNC:4832,HBG2,HBG2,gene
thymus,HGNC:4826,HBM,HBM,gene
thymus,HGNC:2298,CPA3,CPA3,gene
thymus,HGNC:4171,GATA2,GATA2,gene
thymus,HGNC:21041,HDC,HDC,gene
thymus,HGNC:17890,HPGDS,HPGDS,gene
thymus,HGNC:5998,IL1RL1,IL1RL1,gene
thymus,HGNC:6644,LMO4,LMO4,gene
thymus,HGNC:248,PLIN2,PLIN2,gene
thymus,HGNC:11925,TNFSF10,TNFSF10,gene
thymus,HGNC:12019,TPSAB1,TPSAB1,gene
thymus,HGNC:14120,TPSB2,TPSB2,gene
thymus,HGNC:1659,CD33,CD33,protein
thymus,HGNC:9362,PRG2,Eosinophil Major Basic ,protein
thymus,HGNC:6059,IDO1,IDO,protein
thymus,HGNC:9623,PTMA,Thymosin alpha-1,protein
thymus,HGNC:11881,TMSB4X,Thymosin beta-4,protein
thymus,HGNC:13222,BCL11B,BCL11B,gene
thymus,HGNC:1695,CD7,CD7,gene
thymus,HGNC:1633,CD19,CD19,gene
thymus,HGNC:1662,CD34,CD34,gene
thymus,HGNC:1681,CD44,CD44,gene
thymus,HGNC:1699,CD79B,CD79B,gene
thymus,HGNC:1699,GATA3,GATA3,gene
thymus,HGNC:5358,IRF8,IRF8,gene
thymus,HGNC:7218,MPO,MPO,gene
thymus,HGNC:11241,SPI1,SPI1,gene
thymus,HGNC:1695,CD7,CD7,protein
thymus,HGNC:1662,CD34,CD34,protein
thymus,HGNC:1674,CD3E,CD3E,gene
thymus,HGNC:7154,MME,MME,gene
thymus,HGNC:21290,PTCRA,PTCRA,gene
thymus,HGNC:11639,TCF7,TCF7,gene
thymus,HGNC:1685,CD5,CD5,protein
thymus,HGNC:9832,RAG2,RAG2,gene
thymus,HGNC:1634,CD1A,CD1A,gene
thymus,HGNC:2983,DNTT,DNTT,gene
thymus,HGNC:1634,CD1A,CD1a,protein
thymus,HGNC:1635,CD1B,CD1B,gene
thymus,HGNC:1638,CD1E,CD1E,gene
thymus,HGNC:1706,CD8A,CD8A,gene
thymus,HGNC:1707,CD8B,CD8B,gene
thymus,HGNC:14415,ELOVL4,ELOVL4,gene
thymus,HGNC:26009,SH3TC1,SH3TC1,gene
thymus,HGNC:14240,SMPD3,SMPD3,gene
thymus,HGNC:12556,UHRF1,UHRF1,gene
thymus,HGNC:1678,CD4,CD4,protein
thymus,HGNC:1706,CD8A,CD8,protein
thymus,HGNC:11922,CD27,CD27,protein
thymus,HGNC:1694,CD69,CD69,protein
thymus,HGNC:18111,CCDC50,CCDC50,gene
thymus,HGNC:4709,GZMB,GZMB,gene
thymus,HGNC:6012,IL3RA,IL3RA,gene
thymus,HGNC:6122,IRF7,IRF7,gene
thymus,HGNC:5713,JCHAIN,JCHAIN,gene
thymus,HGNC:15503,LILRA4,LILRA4,gene
thymus,HGNC:19254,PLAC8,PLAC8,gene
thymus,HGNC:23792,PLD4,PLD4,gene
thymus,HGNC:12524,UGCG,UGCG,gene
thymus,HGNC:31963,PSMB11,Beta5t,protein
thymus,HGNC:500,ANPEP,CD13,protein
thymus,HGNC:1659,CD33,CD33(lo),protein
thymus,HGNC:9666,PTPRC,CD45RA,protein
thymus,HGNC:6012,IL3RA,CD123,protein
thymus,HGNC:13258,CLEC4C,CD303,protein
thymus,HGNC:10624,CCL25,CCL25,gene
thymus,HGNC:2287,COX7A1,COX7A1,gene
thymus,HGNC:2538,CTSV,CTSV,gene
thymus,HGNC:4403,GNG11,GNG11,gene
thymus,HGNC:2067,PDLIM1,PDLIM1,gene
thymus,HGNC:9093,PLTP,PLTP,gene
thymus,HGNC:9480,PRSS16,PRSS16,gene
thymus,HGNC:31963,PSMB11,PSMB11,gene
thymus,HGNC:18901,S100A14,S100A14,gene
thymus,HGNC:32322,SCX,SCX,gene
thymus,HGNC:9546,PSMB9,Beta1i,protein
thymus,HGNC:9538,PSMB10,Beta2i,protein
thymus,HGNC:9666,PTPRC,CD45,protein
thymus,HGNC:1799,CDR2,CDR2,protein
thymus,HGNC:11529,EPCAM,EpCAM(lo),protein
thymus,HGNC:206,ADAM28,ADAM28,gene
thymus,HGNC:18233,BANK1,BANK1,gene
thymus,HGNC:2360,CRIP1,CRIP1,gene
thymus,HGNC:3128,GPR183,GPR183,gene
thymus,HGNC:4942,HLA-DQA1,HLA-DQA1,gene
thymus,HGNC:4947,HLA-DRA,HLA-DRA,gene
thymus,HGNC:5478,IGHA1,IGHA1,gene
thymus,HGNC:16837,LY86,LY86,gene
thymus,HGNC:7315,MS4A1,MS4A1,gene
thymus,HGNC:18153,TNFRSF13B,TNFRSF13B,gene
thymus,HGNC:1633,CD19,CD19,protein
thymus,HGNC:7315,MS4A1,CD20,protein
thymus,HGNC:5541,IGHM,IgM,protein
thymus,HGNC:6119,IRF4,IRF4,protein
thymus,HGNC:14236,DERL3,DERL3,gene
thymus,HGNC:18624,FKBP11,FKBP11,gene
thymus,HGNC:5525,IGHG1,IGHG1,gene
thymus,HGNC:5527,IGHG3,IGHG3,gene
thymus,HGNC:5716,IGKC,IGKC,gene
thymus,HGNC:30125,MZB1,MZB1,gene
thymus,HGNC:23400,SEC11C,SEC11C,gene
thymus,HGNC:11326,SSR4,SSR4,gene
thymus,HGNC:12801,XBP1,XBP1,gene
thymus,HGNC:1653,CD28,CD28,protein
thymus,HGNC:10658,SDC1,CD138,protein
thymus,HGNC:5525,IGHG1,IgG1,protein
thymus,HGNC:5527,IGHG3,IgG3,protein
thymus,HGNC:1804,CD52,CD52,gene
thymus,HGNC:2545,CTSS,CTSS,gene
thymus,HGNC:3623,FCN1,FCN1,gene
thymus,HGNC:6740,LYZ,LYZ,gene
thymus,HGNC:10494,S100A4,S100A4,gene
thymus,HGNC:10496,S100A6,S100A6,gene
thymus,HGNC:10498,S100A8,S100A8,gene
thymus,HGNC:10499,S100A9,S100A9,gene
thymus,HGNC:10489,S100A12,S100A12,gene
thymus,HGNC:2464,VCAN,VCAN,gene
thymus,HGNC:78,ABLIM1,ABLIM1,gene
thymus,HGNC:245,ADD3,ADD3,gene
thymus,HGNC:34345,ARMH1,C1orf228,gene
thymus,HGNC:1464,CAMK4,CAMK4,gene
thymus,HGNC:26192,DENND2D,DENND2D,gene
thymus,HGNC:22404,GIMAP7,GIMAP7,gene
thymus,HGNC:5361,ID2,ID2,gene
thymus,HGNC:10307,RPL17,RPL17,gene
thymus,HGNC:10720,SELL,SELL,gene
thymus,HGNC:1674,CD3E,CD3,protein
thymus,HGNC:1667,CD38,CD38,protein
thymus,HGNC:9666,PTPRC,CD45RO,protein
thymus,HGNC:163,ACTN1,ACTN1,gene
thymus,HGNC:1933,CHI3L2,CHI3L2,gene
thymus,HGNC:4712,GZMM,GZMM,gene
thymus,HGNC:6024,IL7R,IL7R,gene
thymus,HGNC:17200,LRRN3,LRRN3,gene
thymus,HGNC:11395,STK17A,STK17A,gene
thymus,HGNC:28915,BATF3,BATF3,gene
thymus,HGNC:26258,C1orf54,C1orf54,gene
thymus,HGNC:26705,CLEC9A,CLEC9A,gene
thymus,HGNC:14399,CPVL,CPVL,gene
thymus,HGNC:2959,DNASE1L3,DNASE1L3,gene
thymus,HGNC:4938,HLA-DPA1,HLA-DPA1,gene
thymus,HGNC:6562,LGALS2,LGALS2,gene
thymus,HGNC:20369,RGCC,RGCC,gene
thymus,HGNC:9666,PTPRC,CD45RA(lo),protein
thymus,HGNC:1703,CD83,CD83,protein
thymus,HGNC:11784,THBD,CD141,protein
thymus,HGNC:9662,SIRPA,SIRPa,protein
thymus,HGNC:1625,XCR1,XCR1,protein
thymus,HGNC:404,ALDH2,ALDH2,gene
thymus,HGNC:1636,CD1C,CD1C,gene
thymus,HGNC:16916,CLEC10A,CLEC10A,gene
thymus,HGNC:2535,CTSH,CTSH,gene
thymus,HGNC:4620,GSN,GSN,gene
thymus,HGNC:4944,HAL-DQB1,HAL-DQB1,gene
thymus,HGNC:19084,JAML,JAML,gene
thymus,HGNC:7183,MNDA,MNDA,gene
thymus,HGNC:1659,CD33,CD33(hi),protein
thymus,HGNC:10620,CCL21,CCL21,gene
thymus,HGNC:3560,FABP5,FABP5,gene
thymus,HGNC:29612,LAPTM5,LAPTM5,gene
thymus,HGNC:7178,MMRN1,MMRN1,gene
thymus,HGNC:8038,NTS,NTS,gene
thymus,HGNC:29990,NUPR1,NUPR1,gene
thymus,HGNC:9459,PROX1,PROX1,gene
thymus,HGNC:10690,SDPR,SDPR,gene
thymus,HGNC:11757,TFF3,TFF3,gene
thymus,HGNC:11760,TFPI,TFPI,gene
thymus,HGNC:14687,LYVE1,lyve-1,protein
thymus,HGNC:9459,PROX1,prox-1,protein
thymus,HGNC:10618,CCL2,CCL2,gene
thymus,HGNC:2654,CCN1,CYR61,gene
thymus,HGNC:21198,HCFC1R1,HCFC1R1,gene
thymus,HGNC:6442,KRT5,KRT5,gene
thymus,HGNC:19317,P3H2,P3H2,gene
thymus,HGNC:11701,TDGF1,TDGF1,gene
thymus,HGNC:11761,TFPI2,TFPI2,gene
thymus,,C1orf288,C1orf288,gene
thymus,HGNC:17362,ARID5B,ARID5B,gene
thymus,HGNC:13253,CKLF,CKLF,gene
thymus,HGNC:2479,CST7,CST7,gene
thymus,HGNC:3070,DUSP4,DUSP4,gene
thymus,HGNC:4708,GZMA,GZMA,gene
thymus,HGNC:4711,GZMK,GZMK,gene
thymus,HGNC:5962,IL10,IL10,gene
thymus,HGNC:9346,PRDM1,PRDM1,gene
thymus,HGNC:9991,RGS1,RGS1,gene
thymus,HGNC:13432,RNF19A,RNF19A,gene
thymus,HGNC:533,ANXA1,ANXA1,gene
thymus,HGNC:570,AP3M2,AP3M2,gene
thymus,HGNC:1608,CCR7,CCR7,gene
thymus,HGNC:1694,CD69,CD69,gene
thymus,HGNC:6347,KLF2,KLF2,gene
thymus,HGNC:6711,LTB,LTB,gene
thymus,HGNC:10359,RPL36A,RPL36A,gene
thymus,HGNC:10630,CCL4,CCL4,gene
thymus,HGNC:10632,CCL5,CCL5,gene
thymus,HGNC:24313,CRTAM,CRTAM,gene
thymus,HGNC:26021,LYAR,LYAR,gene
thymus,HGNC:7830,NKG7,NKG7,gene
thymus,HGNC:1639,CD2,CD2,gene
thymus,HGNC:11922,CD27,CD27,gene
thymus,HGNC:1653,CD28,CD28,gene
thymus,HGNC:6529,LCP2,LCP2,gene
thymus,HGNC:6551,LEF1,LEF1,gene
thymus,HGNC:8044,NUCB2,NUCB2,gene
thymus,HGNC:9403,PRKCH,PRKCH,gene
thymus,HGNC:9659,PTPN7,PTPN7,gene
thymus,HGNC:12029,TRAC,TRAC,gene
thymus,HGNC:2546,CTSW,CTSW,gene
thymus,HGNC:16977,HCST,HCST,gene
thymus,HGNC:13177,IKZF2,IKZF2,gene
thymus,HGNC:14013,SMC4,SMC4,gene
thymus,HGNC:37244,SMIM24,SMIM24,gene
thymus,HGNC:12276,TRGC2,TRGC2,gene
thymus,HGNC:28495,ZNF683,ZNF683,gene
thymus,HGNC:30881,ALG13,ALG13,gene
thymus,HGNC:1594,CCNH,CCNH,gene
thymus,HGNC:24944,DDIT4,DDIT4,gene
thymus,HGNC:18683,EIF4A3,EIF4A3,gene
thymus,HGNC:19829,FAM177A1,FAM177A1,gene
thymus,HGNC:3766,FLT3LG,FLT3LG,gene
thymus,HGNC:3797,FOSB,FOSB,gene
thymus,HGNC:7717,NDUFV2,NDUFV2,gene
thymus,HGNC:7981,NR4A2,NR4A2,gene
thymus,HGNC:958,BATF,BATF,gene
thymus,HGNC:33701,CARD16,CARD16,gene
thymus,HGNC:2505,CTLA4,CTLA4,gene
thymus,HGNC:6106,FOXP3,FOXP3,gene
thymus,HGNC:4183,GBP2,GBP2,gene
thymus,HGNC:16830,IL32,IL32,gene
thymus,HGNC:8987,PIM2,PIM2,gene
thymus,HGNC:9108,PMAIP1,PMAIP1,gene
thymus,HGNC:26838,TIGIT,TIGIT,gene
thymus,HGNC:6106,FOXP3,FOXP3,protein
thymus,HGNC:13177,IKZF2,helios,protein
thymus,HGNC:307,AES,AES,gene
thymus,HGNC:1610,CCR9,CCR9,gene
thymus,HGNC:3621,FCGRT,FCGRT,gene
thymus,HGNC:18874,LAT,LAT,gene
thymus,HGNC:10827,SH3BP5,SH3BP5,gene
thymus,HGNC:29109,TESPA1,TESPA1,gene
thymus,HGNC:12253,TRDC,TRDC,gene
thymus,HGNC:5438,IFNG,IFNg,protein
thymus,HGNC:12271,TRG,TCRg,protein
thymus,HGNC:12252,TRD,TCRd,protein
thymus,HGNC:17150,CARHSP1,CARHSP1,gene
thymus,HGNC:11935,CD40LG,CD40LG,gene
thymus,HGNC:6373,KLRB1,KLRB1,gene
thymus,HGNC:17946,NOSIP,NOSIP,gene
thymus,HGNC:11185,SORL1,SORL1,gene
thymus,HGNC:12930,ZBTB16,ZBTB16,gene
thymus,HGNC:6373,KLRB1,CD161,protein
thymus,HGNC:5988,IL18R1,CD218,protein
thymus,HGNC:12930,ZBTB16,PLZF,protein
thymus,HGNC:10260,RORC,RORgt,protein
thymus,HGNC:21872,GIMAP4,GIMAP4,gene
thymus,HGNC:21574,SAMD3,SAMD3,gene
thymus,HGNC:10645,XCL1,XCL1,gene
thymus,,,CCR7,protein
thymus,HGNC:10720,SELL,CD62L,protein
thymus,HGNC:6024,IL7R,CD127,protein
thymus,HGNC:6373,KLRB1,CD161(lo)/,protein
thymus,HGNC:6014,IL4,IL-4,protein
thymus,HGNC:6477,LAIR1,LAIR-1,protein
thymus,,SLC40A1,SLC40A1,gene
thymus,HGNC:591,BIRC3,BIRC3,gene
thymus,HGNC:1643,CD22,CD22,gene
thymus,HGNC:1698,CD79A,CD79A,gene
thymus,HGNC:3612,FCER2,FCER2,gene
thymus,HGNC:4944,HLA-DQB1,HLA-DQB1,gene
thymus,HGNC:5480,IGHD,IGHD,gene
thymus,HGNC:5541,IGHM,IGHM,gene
thymus,HGNC:11648,TCL1A,TCL1A,gene
thymus,HGNC:5480,IGHD,IgD,protein
thymus,HGNC:6463,KRT86,KRT86,gene
thymus,HGNC:14189,LST1,LST1,gene
thymus,HGNC:28324,TMIGD2,TMIGD2,gene
thymus,HGNC:6342,KIT,CD117,protein
thymus,HGNC:6732,NCR2,NKp44,protein
thymus,HGNC:28783,CMC1,CMC1,gene
thymus,HGNC:4414,GNLY,GNLY,gene
thymus,HGNC:24961,HOPX,HOPX,gene
thymus,HGNC:6374,KLRC1,KLRC1,gene
thymus,HGNC:6378,KLRD1,KLRD1,gene
thymus,HGNC:13342,KLRF1,KLRF1,gene
thymus,HGNC:12449,TYROBP,TYROBP,gene
thymus,HGNC:10646,XCL2,XCL2,gene
thymus,HGNC:10617,CCL19,CCL19,gene
thymus,HGNC:1907,CH25H,CH25H,gene
thymus,HGNC:2095,CLU,CLU,gene
thymus,HGNC:6416,KRT14,KRT14,gene
thymus,HGNC:6421,KRT15,KRT15,gene
thymus,HGNC:6436,KRT19,KRT19,gene
thymus,HGNC:10513,SAA1,SAA1,gene
thymus,HGNC:738,ASCL1,ASCL1,protein
thymus,HGNC:11529,EPCAM,EpCAM(hi),protein
thymus,HGNC:6421,KRT15,KRT15,protein
thymus,HGNC:1452,CALML3,CALML3,gene
thymus,HGNC:2481,CSTA,CSTA,gene
thymus,HGNC:3673,FGF17,FGF17,gene
thymus,HGNC:6427,KRT17,KRT17,gene
thymus,HGNC:8028,NTHL1,NTHL1,gene
thymus,HGNC:11141,SNCG,SNCG,gene
thymus,HGNC:24757,TYW3,TYW3,gene
thymus,HGNC:12692,VIM,VIM,gene
thymus,HGNC:360,AIRE,AIRE,protein
thymus,HGNC:6442,KRT5,KRT5,protein
thymus,HGNC:18180,CALML5,CALML5,gene
thymus,HGNC:2766,DEFB1,DEFB1,gene
thymus,HGNC:6443,KRT6A,KRT6A,gene
thymus,HGNC:13348,LY6D,LYD,gene
thymus,HGNC:17637,PERP,PERP,gene
thymus,HGNC:10773,SFN,SFN,gene
thymus,HGNC:1240,SUCO,SLP1,gene
thymus,HGNC:15464,SPINK5,SPINK5,gene
thymus,HGNC:6187,IVL,Involucrin,protein
thymus,HGNC:6413,KRT10,KRT10,protein
thymus,HGNC:11195,SOX2,SOX2,protein
thymus,HGNC:30743,TSLP,TSLP,protein
thymus,HGNC:542,ANXA4,ANXA4,gene
thymus,HGNC:1079,BMX,BMX,gene
thymus,HGNC:11529,EPCAM,EPCAM,gene
thymus,HGNC:3815,FOXI1,FOXI1,gene
thymus,HGNC:27364,HEPACAM2,HEPACAM2,gene
thymus,HGNC:6446,KRT8,KRT8,gene
thymus,HGNC:6430,KRT18,KRT18,gene
thymus,HGNC:6690,IRAG2,LRMP,gene
thymus,HGNC:20796,RASSF6,RASSF6,gene
thymus,HGNC:2700,DCLK1,DCKL1,protein
thymus,HGNC:11529,EPCAM,EpCAM,protein
thymus,HGNC:129,ACTA1,ACTA1,gene
thymus,HGNC:16905,KLHL41,KLHL41,gene
thymus,HGNC:29824,MYLPF,MYLPF,gene
thymus,HGNC:7612,MYOG,MYOG,gene
thymus,HGNC:7720,NEB,NEB,gene
thymus,HGNC:7860,NNAT,NNAT,gene
thymus,HGNC:11946,TNNI2,TNNI2,gene
thymus,HGNC:11950,TNNT3,TNNT3,gene
thymus,HGNC:12011,TPM2,TPM2,gene
thymus,HGNC:12403,TTN,TTN,gene
thymus,HGNC:1036,BEX1,BEX1,gene
thymus,HGNC:1461,CAMK2B,CAMK2B,gene
thymus,HGNC:24579,CIB2,CIB2,gene
thymus,HGNC:2045,CLDN3,CLDN3,gene
thymus,HGNC:18254,HES6,HES6,gene
thymus,HGNC:26735,KIF19,KIF19,gene
thymus,HGNC:6836,MAP1B,MAP1B,gene
thymus,HGNC:11506,SYP,Synaptophysin,protein
trachea,HGNC:1748,CDH1,CDH1,gene
trachea,HGNC:11529,EPCAM,EPCAM,gene
trachea,HGNC:3318,E74 like ETS transcription factor 3,ELF3,gene
trachea,HGNC:4027,FXYD domain containing ion transport regulator 3,FXYD3,gene
trachea,HGNC:20657,tetraspanin 1,TSPAN1,gene
trachea,HGNC:3816,forkhead box J1,FOXJ1,gene
trachea,HGNC:15467,dynein light chain roadblock-type 2,DYNLRB2,gene
trachea,HGNC:20771,tubulin beta 4B class IVb,TUBB4B,gene
trachea,HGNC:12371,radial spoke head component 1,RSPH1,gene
trachea,HGNC:1748,E-cadherin,CDH1,protein
trachea,HGNC:3816,forkhead box J1,FOXJ1,protein
trachea,HGNC:26308,cadherin related family member 3,CDHR3,protein
trachea,HGNC:34527,cadherin related family member 4,CDHR4,protein
trachea,HGNC:738,achaete-scute family bHLH transcription factor 1,ASCL1,gene
trachea,HGNC:4605,gastrin releasing peptide,GRP,gene
trachea,HGNC:1437,calcitonin related polypeptide alpha,CALCA,gene
trachea,HGNC:1929,chromogranin A,CHGA,gene
trachea,HGNC:1437,calcitonin related polypeptide alpha,CALCA,protein
trachea,HGNC:4605,gastrin releasing peptide,GRP,protein
trachea,HGNC:1757,cadherin 18,CDH18,protein
trachea,HGNC:8008,neurexin 1,NRXN1,protein
trachea,HGNC:19864,POU class 2 homeobox 3,POU2F3,gene
trachea,HGNC:739,achaete-scute family bHLH transcription factor 2,ASCL2,gene
trachea,HGNC:14323,transient receptor potential cation channel subfamily M member 5,TRPM5,gene
trachea,HGNC:2700,doublecortin like kinase 1,DCLK1,gene
trachea,HGNC:19864,POU class 2 homeobox 3,POU2F3,protein
trachea,HGNC:2700,doublecortin like kinase 1,DCLK1,protein
trachea,HGNC:14323,transient receptor potential cation channel subfamily M member 5,TRPM5,protein
trachea,HGNC:15979,tumor protein p63,TP63,gene
trachea,HGNC:6442,keratin 5,KRT5,gene
trachea,HGNC:7809,nerve growth factor receptor,NGFR,gene
trachea,HGNC:15979,tumor protein p63,TP63,protein
trachea,HGNC:6442,keratin 5,KRT5,protein
trachea,HGNC:7809,nerve growth factor,NGFR,protein
trachea,HGNC:12338,transient receptor potential cation channel subfamily C member 6,TRPC6,protein
trachea,HGNC:7515,"mucin 5AC, oligomeric mucus/gel-forming",MUC5AC,gene
trachea,HGNC:17257,SAM pointed domain containing ETS transcription factor,SPDEF,gene
trachea,HGNC:7516,"mucin 5B, oligomeric mucus/gel-forming",MUC5B,gene
trachea,HGNC:11756,trefoil factor 2,TFF2,gene
trachea,HGNC:328,"anterior gradient 2, protein disulphide isomerase family member",AGR2,protein
trachea,HGNC:7515,"mucin 5AC, oligomeric mucus/gel-forming",MUC5AC,protein
trachea,HGNC:16438,solute carrier family 4 member 11,SLC4A11,protein
trachea,HGNC:8659,protocadherin 7,PCDH7,protein
trachea,HGNC:2198,collagen type I alpha 2 chain,COL1A2,gene
trachea,HGNC:2705,decorin,DCN,gene
trachea,HGNC:7035,microfibril associated protein 4,MFAP4,gene
trachea,HGNC:130,"actin alpha 2, smooth muscle",ACTA2,gene
trachea,HGNC:2770,desmin,DES,gene
trachea,HGNC:2155,calponin 1,CNN1,gene
trachea,HGNC:7569,myosin heavy chain 11,MYH11,gene
trachea,HGNC:9080,phospholamban,PLN,gene
trachea,HGNC:19719,leucine rich repeat containing G protein-coupled receptor 6,LGR6,gene
trachea,HGNC:16122,family with sequence similarity 83 member D,FAM83D,gene
trachea,HGNC:130,"actin alpha 2, smooth muscle",ACTA2,protein
trachea,HGNC:11553,transgelin,TAGLN,protein
trachea,HGNC:19719,leucine rich repeat containing G protein-coupled receptor 6,LGR6,protein
trachea,HGNC:2155,calponin 1,CNN1,protein
trachea,HGNC:6740,lysozyme,LYZ,gene
trachea,HGNC:18020,proline rich 4,PRR4,gene
trachea,HGNC:6678,lactoperoxidase,LPO,gene
trachea,HGNC:6720,lactotransferrin,LTF,gene
trachea,HGNC:6740,lysozyme,LYZ,protein
trachea,HGNC:6720,lactotransferrin,LTF,protein
trachea,HGNC:15749,BPI Fold Containing Family A Member 1,PLUNC,gene
trachea,HGNC:7076,MIA SH3 domain containing,MIA,gene
trachea,HGNC:409,aldehyde dehydrogenase 1 family member A3,ALDH1A3,gene
trachea,HGNC:9867,retinoic acid receptor responder 1,RARRES1,gene
trachea,HGNC:15749,BPI Fold Containing Family A Member 1,BPIFA1,protein
trachea,HGNC:20766,tubulin alpha 1a,TUBA1A,gene
trachea,HGNC:20766,tubulin alpha 1a,TUBA1A,protein
trachea,HGNC:3800,forkhead box C1,FOXC1,gene
trachea,HGNC:6416,keratin 14,KRT14,gene
trachea,HGNCL2514,catenin beta 1,CTNNB1,gene
trachea,HGNC:3800,forkhead box C1,FOXC1,protein
trachea,HGNC:6416,keratin 14,KRT14,protein
trachea,HGNC:328,"anterior gradient 2, protein disulphide isomerase family member",AGR2,gene
trachea,HGNC:7516,"mucin 5B, oligomeric mucus/gel-forming",MUC5B,protein
trachea,HGNC:17257,SAM pointed domain containing ETS transcription factor,SPDEF,protein
trachea,HGNC:7569,myosin heavy chain 11,MYH11,protein
trachea,HGNC:2200,collagen type II alpha 1 chain,COL2A1,gene
trachea,HGNC:2200,collagen type II alpha 1 chain,COL2A1,protein
trachea,HGNC:11204,SRY-box transcription factor 9,SOX9,protein
trachea,,Collagens,,protein
trachea,,Elastin,,protein
trachea,HGNC:2213,collagen type VI alpha 3 chain,COL6A3,gene
trachea,HGNC:3600,fibulin 1,FBLN1,gene
trachea,HGNC:13299,leucine rich repeat containing G protein-coupled receptor 4,LGR4,gene
trachea,HGNC:3755,filamin B,FLNB,gene
trachea,HGNC:3689,fibroblast growth factor receptor 2,FGFR2,gene
trachea,HGNC:3600,fibulin 1,FBLN1,protein
trachea,HGNC:13299,leucine rich repeat containing G protein-coupled receptor 4,LGR4,protein
trachea,HGNC:3755,filamin B,FLNB,protein
trachea,HGNC:3689,fibroblast growth factor receptor 2,FGFR2,protein
trachea,HGNC:2047,claudin 5,CLDN5,gene
trachea,HGNC:7884,NOTCH4,NOTCH4,gene
trachea,HGNC:19832,C-type lectin domain containing 14A,CLEC14A,gene
trachea,HGNC:35454,endothelial cell surface expressed chemotaxis and apoptosis regulator,ECSCR,gene
trachea,HGNC:3395,EPH receptor B4,EFNB4,gene
trachea,HGNC:7976,nuclear receptor subfamily 2 group F member 2,Nr2F2,gene
trachea,HGNC:4035,atypical chemokine receptor 1 (Duffy blood group),ACKR1,gene
trachea,HGNC:8823,platelet endothelial cell adhesion molecule,PECAM1,protein
trachea,HGNC:12726,von Willebrand factor,VWF,protein
trachea,HGNC:16041,endomucin,EMCN,protein
trachea,HGNC:4035,atypical chemokine receptor 1 (Duffy blood group),ACKR1,protein
trachea,HGNC:7883,notch receptor 3,NOTCH3,gene
trachea,HGNC:4881,hes related family bHLH transcription factor with YRPW motif 2,HEY2,gene
trachea,HGNC:8033,neurotrophic receptor tyrosine kinase 3,NTRK3,gene
trachea,HGNC:6143,integrin subunit alpha 7,ITGA7,gene
trachea,HGNC:130,ACTA2,ACTA2,protein
trachea,HGNC:6143,integrin subunit alpha 7,ITGA7,protein
trachea,HGNC:8033,neurotrophic receptor tyrosine kinase 3,NTRK3,protein
trachea,HGNC:3227,ephrin B2,EFNB2,gene
trachea,HGNC:4279,gap junction protein alpha 5,GJA5,gene
trachea,HGNC:5472,insulin like growth factor binding protein 3,IGFBP3,gene
trachea,HGNC:1079,BMX non-receptor tyrosine kinase,BMX,gene
trachea,HGNC:2892,dickkopf WNT signaling pathway inhibitor 2,DKK2,gene
trachea,HGNC:3227,ephrin B2,EFNB2,protein
ureter,HGNC:6442,keratin 5,KRT5,gene
ureter,HGNC:10492,S100 calcium binding protein A2,S100A2,gene
ureter,HGNC:2891,dickkopf WNT signaling pathway inhibitor 1,DKK1,gene
ureter,HGNC:15979,tumor protein p63,TP63,gene
ureter,HGNC:6415,keratin 13,KRT13,gene
ureter,HGNC:384,aldo-keto reductase family 1 member C1,AKR1C1,gene
ureter,HGNC:12577,uroplakin 1A,UPK1A,gene
ureter,HGNC:12580,uroplakin 3A,UPK3A,gene
ureter,HGNC:12578,uroplakin 1B,UPK1B,gene
ureter,HGNC:2770,desmin,DES,gene
ureter,HGNC:145,"actin gamma 2, smooth muscle",ACTG2,gene
ureter,HGNC:130,"actin alpha 2, smooth muscle",ACTA2,gene
ureter,HGNC:11373,stanniocalcin 1,STC1,gene
ureter,HGNC:5318,tenascin C,TNC,gene
ureter,HGNC:7035,microfibril associated protein 4,MFAP4,gene
ureter,HGNC:21245,peptidase inhibitor 16,PI16,gene
ureter,HGNC:29673,microfibril associated protein 5,MFAP5,gene
ureter,HGNC:2705,decorin,DCN,gene
ureter,HGNC:3011,dermatopontin,DPT,gene
ureter,HGNC:1346,complement C7,C7,gene
ureter,HGNC:20396,paired immunoglobin like type 2 receptor alpha,PILRA,gene
ureter,HGNC:11092,secretory leukocyte peptidase inhibitor,SLPI,gene
ureter,HGNC:613,apolipoprotein E,APOE,gene
ureter,HGNC:8823,platelet and endothelial cell adhesion molecule 1,PECAM1,gene
