source_id,source_rdfs_label,source_name,source_type,relationship,target_id,target_rdfs_label,target_name,target_type
,,clavicular facet of scapula,AS,part_of,UBERON:0006849,scapula,scapula,AS
HGNC:1633,CD19,CD19,B,characterizes,CL:0000236,B cell,B Cell,CT
HGNC:1804,CD52,CD52,B,characterizes,CL:0000576,monocyte,monocyte,CT
,,ventral posterior lateral nucleus,AS,part_of,UBERON:0004703,dorsal thalamus,dorsal thalamus,AS
HGNC:612,apolipoprotein D,APOD,B,characterizes,,fibroblast of subepithelial connective tissue of prostatic gland,periepithelial fibroblast,CT
UBERON:0001182,superior mesenteric artery,superior mesenteric artery,AS,part_of,UBERON:0001516,abdominal aorta,abdominal aorta,AS
UBERON:0001871,temporal lobe,temporal lobe,AS,part_of,UBERON:0000956,cerebral cortex,cerebral cortex,AS
CL:0000669,pericyte cell,pericytes,CT,located_in,,,stem villous vessel,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,UBERON:0001535,vertebral artery,vertebral artery,AS
CL:4030020,kidney connecting tubule alpha-intercalated cell,Connecting Tubule Intercalated Cell Type A,CT,located_in,UBERON:0005097,renal connecting tubule,Connecting Tubule,AS
,,RP11-191L9.4,B,characterizes,,ULIT_123 Upper-layer intratelencephalic Neuron of cerebral cortex,ULIT_123,CT
,CGE_290 CGE interneuron Neuron of cerebral cortex,CGE_290,CT,is_a,CL:4023064,caudal ganglionic eminence derived interneuron,CGE interneuron,CT
UBERON:0001574,palatoglossus muscle,palatoglossus muscle,AS,part_of,UBERON:0003682,palatal muscle,palatal muscle,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:6231,meningeal branch of vagus nerve,meningeal branch of vagus nerve,AS
,Splat_341 Splatter Neuron of pons,Splat_341,CT,located_in,UBERON:0000988,pons,pons,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,,,dorsal branch of medial proper palmar digital artery of third digit of hand,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:49692,Anterior tympanic artery,anterior tympanic artery,AS
UBERON:0007119,neck of femur,neck of femur,AS,part_of,UBERON:0000981,femur,femur,AS
FMA:6445,fourth cervical nerve,fourth cervical spinal nerve,AS,part_of,UBERON:0001780,spinal nerve,spinal nerve,AS
,,vascular smooth muscle cell of bladder,CT,located_in,UBERON:0012239,urinary bladder vasculature,urinary bladder vasculature,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,,,seminal vesicle arterial branches of prostatic artery,AS
UBERON:0008617,innermost intercostal muscle,innermost intercostal muscle,AS,part_of,,,thoracic wall muscle,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,lateral dorsal digital artery of second digit of hand,AS
UBERON:0013644,duodenal ampulla,duodenal ampulla,AS,part_of,UBERON:0002114,duodenum,duodenum,AS
HGNC:1929,chromogranin A,CHGA,B,characterizes,CL:0002313,endocrine-paracrine cell of prostate gland,neuroendocrine epithelia,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:14776,Right gastric artery,right gastric artery,AS
UBERON:0001900,ventral thalamus,ventral thalamus,AS,part_of,,,thalamus,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:8610,tenth intercostal nerve,ventral ramus of tenth thoracic spinal nerve,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:80079,muscular branch of superficial fibular nerve to fibularis longus,muscular branch of superficial fibular nerve to fibularis longus,AS
,,clavicular head of sternocleidomastoid muscle,AS,part_of,UBERON:0001128,sternocleidomastoid,sternocleidomastoid muscle,AS
UBERON:8600013,submucosal gland collecting duct,submucosal gland collecting duct,AS,part_of,UBERON:8410043,bronchial submucosal gland,bronchial submucosal gland,AS
,,superior vertebral notch of eighth thoracic vertebra,AS,part_of,UBERON:0011050,thoracic vertebra 8,thoracic vertebra 8,AS
HGNC:49024,long intergenic non-protein coding RNA 1036,LINC01036,B,characterizes,,Splat_341 Splatter Neuron of pons,Splat_341,CT
HGNC:7107,MKI67,marker of proliferation Ki-67,B,characterizes,CL:0000646,basal cell,Keratinocyte (Basal),CT
,,CD11b,B,characterizes,CL:0000771,eosinophil,eosinophil,CT
,,IRF7,B,characterizes,CL:0009080,tuft cell of small intestine,tuft cell,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:21120,Superficial part of superior gluteal artery,superficial superior gluteal artery,AS
UBERON:0005897,manus bone,hand bone,AS,part_of,UBERON:0003460,arm bone,arm bone,AS
HGNC:1639,,CD2,B,characterizes,CL:0000793,"CD4-positive, alpha-beta intraepithelial T cell",surface intraepithelial CD4+ lymphocyte,CT
HGNC:3791,folate receptor alpha,FOLR1,B,characterizes,,COP_75 Committed oligodendrocyte precursor Non-neuron of brain,COP_75,CT
,,langerin,B,characterizes,CL:0000453,Langerhans cell,langerhans,CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,transverse part of nasalis muscle,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:49641,Auricular branch of posterior auricular artery,auricular branch of posterior auricular artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:50337,Pericallosal artery,pericallosal artery,AS
,,DPT+ fibroblast cell of bladder,CT,is_a,CL:1001319,bladder cell,fibroblast,CT
,,tubercle of fifth rib,AS,part_of,UBERON:0004605,rib 5,rib 5,AS
UBERON:0001544,popliteal vein,popliteal vein,AS,part_of,UBERON:0001361,femoral vein,femoral vein,AS
,,descending thin limb of loop of Henle 3,AS,part_of,UBERON:0001289,descending limb of loop of Henle,Loop of Henle (Thin Limb),AS
HGNC:3357,ENPP2,ENPP2+,B,characterizes,CL:1000489,reticular cell of splenic cord,Fibroblastic Reticular Cell (FRC),CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:22584,Superior medial genicular artery,medial superior genicular artery,AS
UBERON:0013485,crypt,crypt,AS,part_of,UBERON:0000317,colonic mucosa,mucosa,AS
,,muscle,CT,located_in,,,circular/longitudinal muscle,AS
HGNC:9666,PTPRC,CD45,B,characterizes,CL:0009072,medullary thymic epithelial cell type 2,medullary thymic epithelial cell type 2,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0001313,iliolumbar artery,iliolumbar artery,AS
HGNC:12276,,TRGC2,B,characterizes,,,mature CD8 T cell,CT
,,basomedial nucleus,AS,part_of,,,amygdaloid complex,AS
HGNC:3179,endothelin receptor type A,EDNRA,B,characterizes,,CGE_281 CGE interneuron Neuron of gray matter of forebrain,CGE_281,CT
,Splat_338 Splatter Neuron of medulla oblongata,Splat_338,CT,located_in,UBERON:0001896,medulla oblongata,medulla oblongata,AS
HGNC:11529,EPCAM,EPCAM,B,characterizes,CL:1000348,basal cell of epithelium of trachea,basal cell of epithelium of trachea,CT
CL:0000540,neuron,neuron,CT,located_in,FMA:44992,medial dorsal digital branch of radial nerve to middle finger,medial dorsal digital branch of radial nerve to middle finger,AS
HGNC:30620,platelet derived growth factor D,PDGFD,B,characterizes,,ULIT_122 Upper-layer intratelencephalic Neuron of cerebral cortex,ULIT_122,CT
UBERON:0001282,intralobular bile duct,Canals of Hering,AS,part_of,UBERON:0004647,liver lobule,hepatic Lobule,AS
HGNC:1685,,CD5,B,characterizes,CL:0009018,lymphocyte of large intestine lamina propria,CD4+ T cell,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:50327,Distal medial striate artery,recurrent artery of Heubner,AS
HGNC:26308,cadherin related family member 3,CDHR3,B,characterizes,CL:0002145,ciliated columnar cell of tracheobronchial tree,ciliated columnar cell of tracheobronchial tree,CT
CL:0000057,fibroblast,fibroblast,CT,located_in,,,medial proper plantar digital artery of first digit of foot,AS
HGNC:7035,microfibril associated protein 4,MFAP4,B,characterizes,CL:4033017,bronchiolar smooth muscle cell,bronchiolar smooth muscle cell,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0003471,artery of lower lip,inferior labial artery,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,quadratus lumborum muscle,AS
HGNC:799,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,B,characterizes,CL:1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,Medullary Thick Ascending Limb Cell,CT
FMA:49480,Superior laryngeal artery,superior laryngeal artery,AS,part_of,UBERON:0007150,superior thyroid artery,superior thyroid artery,AS
HGNC:2252,coronin 1A,CORO1A,B,characterizes,CL:0000875,non-classical monocyte,non-classical or patrolling monocyte,CT
HGNC:7656,neural cell adhesion molecule 1,NCAM1,B,characterizes,CL:0000623,natural killer cell,natural killer cell,CT
CL:0000540,neuron,neuron,CT,located_in,FMA:8736,anterior ramus of third cervical nerve,ventral ramus of third cervical spinal nerve,AS
HGNC:2360,CRIP1,CRIP1,B,characterizes,CL:0000972,class switched memory B cell,memory B cell,CT
,,Activated stellate cell,CT,located_in,UBERON:0018234,stroma of pancreas,Stroma of pancreas,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,zygomaticofacial artery,AS
UBERON:0005463,subcapsular sinus of lymph node,Subcapsular Sinus,AS,part_of,UBERON:0002007,medulla of lymph node,Medulla,AS
HGNC:10972,solute carrier family 22 member 8,SLC22A8,B,characterizes,CL:4030009,epithelial cell of proximal tubule segment 1,Proximal Tubule Epithelial Cell Segment 1,CT
CL:0000840,immature conventional dendritic cell,transitional Dendritic Cell (tDC),CT,located_in,UBERON:0000178,Blood,Blood,AS
,,basement membrane of Fallopian tube intramural segment,AS,part_of,,,wall of Fallopian tube intramural segment,AS
CL:0000236,B cell,B lymphocyte,CT,located_in,FMA:83539,,,AS
HGNC:8021,NT5E,NT5E,B,characterizes,CL:0002138,endothelial cell of lymphatic vessel,Endothelial Cell of Lymphatic Vessel,CT
HGNC:9957,reelin,RELN,B,characterizes,,URL_310 Upper rhombic lip Neuron of gray matter of hindbrain,URL_310,CT
,,inferior articular process of sixth thoracic vertebra,AS,part_of,UBERON:0004631,thoracic vertebra 6,thoracic vertebra 6,AS
,Splat_421 Splatter Neuron of gray matter of forebrain,Splat_421,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
,,nerve of Fallopian tube ampulla,AS,part_of,UBERON:0012648,,ampulla of Fallopian tube,AS
,,medial proper palmar digital artery of first digit of hand,AS,part_of,FMA:71534,Set of princeps pollicis artery,princeps pollicis artery,AS
HGNC:11763,TFRC,CD71,B,characterizes,CL:0000840,immature conventional dendritic cell,transitional Dendritic Cell (tDC),CT
UBERON:0034987,lumbar nerve plexus,lumbar plexus,AS,part_of,UBERON:0001810,nerve plexus,nerve plexus,AS
UBERON:0019258,white matter of hindbrain,white matter of hindbrain,AS,part_of,UBERON:0002028,hindbrain,hindbrain (rhombencephalon),AS
,,CD294,B,characterizes,CL:0000771,eosinophil,eosinophils,CT
CL:0001035,bone cell,bone cell,CT,located_in,,,nasal surface of maxilla,AS
FMA:69601,Lateral part of dorsal digital artery of great toe,lateral dorsal digital artery of first digit of foot,AS,part_of,FMA:44647,First dorsal metatarsal artery,first dorsal metatarsal artery,AS
,,scalene tubercle of first rib,AS,part_of,UBERON:0004601,rib 1,rib 1,AS
FMA:52718,branch of posterior ethmoidal nerve to ethmoidal sinus,branch of posterior ethmoidal nerve to ethmoidal sinus,AS,part_of,FMA:52714,posterior ethmoidal nerve,posterior ethmoidal nerve,AS
LOC284825,,LOC284825,B,characterizes,PCL:0015019,Inh L1-3 VIP CBLN1 primary motor cortex GABAergic interneuron (Hsap),Inh L1-3 VIP CBLN1,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:43888,Inferior lateral genicular artery,lateral inferior genicular artery,AS
CL:0002138,endothelial cell of lymphatic vessel,Lymphatic Endothelial Cell,CT,located_in,UBERON:0009744,lymph node medullary sinus,Medullary Sinus,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:18855,Lateral sacral artery,lateral sacral artery,AS
,,sacral tuberosity of sacrum,AS,part_of,UBERON:0003690,fused sacrum,sacrum,AS
CL:0000499,stromal cell,Splenic Stromal Cell (non-FRC/non-FDC),CT,located_in,UBERON:0001960,periarterial lymphatic sheath,Periarteriolar Lymphoid Sheath (PALS),AS
HGNC:30506,"pleckstrin homology, MyTH4 and FERM domain containing H2",PLEKHH2,B,characterizes,,Midi_441 Midbrain-derived inhibitory Neuron of brain,Midi_441,CT
,ULIT_121 Upper-layer intratelencephalic Neuron of cerebral cortex,ULIT_121,CT,located_in,UBERON:0000956,cerebral cortex,cerebral cortex,AS
HGNC:10658,SDC1,syndecan 1,B,characterizes,CL:0000786,plasma cell,Plasma cell,CT
P41181,Aquaporin-2,AQP2,B,characterizes,CL:1000714,kidney cortex collecting duct principal cell,Cortical Collecting Duct Principal Cell,CT
,,Sheathed Capillary,AS,part_of,UBERON:0005353,spleen perifollicular zone,Perifollicular Zone,AS
,,mucosa of Fallopian tube fimbria,AS,part_of,UBERON:8410010,,fimbria of Fallopian tube,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0001533,subclavian artery,subclavian artery,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,head of second distal phalanx of foot,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:4184,Posterior radicular branch of posterior intercostal artery,posterior radicular artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,hepatic arteriole,AS
HGNC:26705,CLEC9A,CLEC9A+,B,characterizes,CL:0002394,myeloid dendritic cell cDC1,cDC1 myeloid dendritic cell,CT
FMA:4735,Fourth anterior intercostal vein,anterior intercostal vein 4,AS,part_of,UBERON:0001589,internal thoracic vein,internal thoracic vein,AS
HGNC:6140,integrin subunit alpha 4,ITGA4,B,characterizes,,CA4_192 Hippocampal CA4 Neuron of hippocampal gyrus (formation),CA4_192,CT
,,connective tissue of the uterine serosa,AS,part_of,UBERON:0001297,,serosa of the uterus,AS
,,RP4-678D15.1,B,characterizes,,Splat_369 Splatter Neuron of midbrain,Splat_369,CT
HGNC:1633,CD19,CD19,B,characterizes,CL:0000840,immature conventional dendritic cell,transitional Dendritic Cell (tDC),CT
CL:0000540,neuron,Dorsal Inhibitory Neuron 4,CT,located_in,UBERON:0014638,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,AS
HGNC:11201,SRY-box transcription factor 5,SOX5,B,characterizes,CL:0000540,neuron,Dorsal Excitatory Neuron 12,CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,rotatores cervicis muscle,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0004723,interlobular artery,interlobular renal artery,AS
,,MCT,B,characterizes,CL:0000097,mast cell,mast cell,CT
FMA:14738,Right first lumbar artery,right lumbar artery 1,AS,part_of,UBERON:0001516,abdominal aorta,abdominal aorta,AS
UBERON:0003527,kidney capillary,Kidney Capillary,AS,part_of,UBERON:0006544,kidney vasculature,Vessels,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0001214,pancreatic tributary of splenic vein,pancreatic tributary of splenic vein,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:322901,First diagonal branch of anterior descending branch of left coronary artery,diagonal branch of left anterior descending artery 1,AS
HGNC:12403,,NPPA,B,characterizes,CL:0000746,cardiac muscle cell,cardiomyocyte,CT
,,CRYBA2,B,characterizes,CL:0000163,endocrine cell,endocrine lineage cell,CT
,,spinous process of first thoracic vertebra,AS,part_of,UBERON:0004626,thoracic vertebra 1,thoracic vertebra 1,AS
CL:0009114,monocytoid B Cell,Monocytoid B Cell,CT,located_in,UBERON:8410075,lymph node paracortical cord,Paracortical Cord,AS
HGNC:20772,TUBB3,TUBB3,B,characterizes,CL:0000526,afferent neuron cell,neuron cell,CT
,,superior articular facet of sixth rib,AS,part_of,UBERON:0004606,rib 6,rib 6,AS
CL:4028004,alveolar type 1 fibroblast cell,alveolar type 1 fibroblast cell,CT,located_in,UBERON:0002173,pulmonary alveolar duct,pulmonary alveolar duct,AS
UBERON:0003604,trachea cartilage,tracheal cartilage,AS,part_of,UBERON:0003126,trachea,trachea,AS
HGNC:1628,CD14,CD14,B,characterizes,CL:0002396,"CD14-low, CD16-positive monocyte",CD16 monocyte,CT
CL:0002144,capillary endothelial cell,capillary endothelium,CT,located_in,UBERON:0011189,lamina propria of large intestine,lamina propria,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:80240,nerve to fourth dorsal interosseous of hand,branch of deep branch of ulnar nerve to fourth dorsal interosseous of hand,AS
,DG_202 Hippocampal dentate gyrus Neuron of hippocampal gyrus (formation),DG_202,CT,is_a,CL:4023062,dentate gyrus neuron,hippocampal dentate gyrus neuron,CT
HGNC:6732,NCR2,NKp44,B,characterizes,CL:0001078,"group 3 innate lymphoid cell, human",Innate Lymphoid Cell (Type 3),CT
,,iliopubic ramus of os coxa,AS,part_of,UBERON:0001272,innominate bone,os coxa,AS
CL:2000066,cardiac ventricle fibroblast,fibroblast,CT,located_in,UBERON:0002049,vasculature,vasculature,AS
,,segmental spinal artery #3,AS,part_of,UBERON:0006636,lumbar artery,lumbar artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:10787,Anterior external vertebral venous plexus,anterior external vertebral venous plexus,AS
,DG_200 Hippocampal dentate gyrus Neuron of hippocampal gyrus (formation),DG_200,CT,located_in,,,hippocampal gyrus (formation),AS
